rank,image_index,image_path,original_label,final_elo_score
584,444,049A08.JPG,8,1632.0313309379476
585,720,077A16.JPG,16,1554.7772102329727
586,732,032A10.JPG,10,1963.0789215664045
587,667,037A13.JPG,13,1948.7699937010914
588,981,072A13.JPG,13,1699.450178452983
589,718,011A13.JPG,13,1056.5966968971227
590,508,008A08.JPG,8,1559.1345806740114
591,997,039A35.JPG,35,1690.117857668288
592,671,010A10.JPG,10,1661.0499483033402
593,811,026A13.JPG,13,1061.2296914259223
594,841,015A12.JPG,12,1865.017812867877
595,83,077A04.JPG,4,1936.2925556570144
596,503,001A02.JPG,2,1762.5137150193789
597,988,077A13.JPG,13,1813.8230123550313
598,505,046A06.JPG,6,1944.4878913484777
599,37,049A12.JPG,12,1933.719090052882
600,308,059A02b.JPG,2,1563.6759636408408
601,467,081A05.JPG,5,1936.6909716094754
602,262,044A01.JPG,1,1770.501510901845
603,395,060A05.JPG,5,1524.2144242276854
604,575,038A11.JPG,11,1917.1462511303123
605,794,031A04.JPG,4,1507.746552840178
606,344,078A04.JPG,4,1798.971676306768
607,864,074A10.JPG,10,1883.9428476366604
608,689,015A03.JPG,3,1717.2970129044095
609,587,075A03.JPG,3,1772.445828760457
610,838,009A16a.JPG,16,1913.5692903533195
611,935,025A07.JPG,7,1758.409384076347
612,966,038A05.JPG,5,1500.015162831026
